dataset_version,scenario_id,cat_key,label_0_100,C.VITA.1,v1,C.VITA.2,v2,C.VITA.3,v3,C.VITA.4,v4,C.VITA.5,v5
c-1.0,S0042-vita-0086,vita,76,1,0.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333,1,1.0
c-1.0,S0042-vita-0087,vita,62,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,0,0.0
c-1.0,S0042-vita-0088,vita,73,0,0.0,2,0.6666666666666666,3,1.0,0,0.0,1,1.0
c-1.0,S0042-vita-0089,vita,97,2,0.6666666666666666,3,1.0,1,0.3333333333333333,1,0.3333333333333333,1,1.0
c-1.0,S0042-vita-0090,vita,0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0
c-1.0,S0042-vita-0091,vita,49,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,0,0.0
c-1.0,S0042-vita-0092,vita,48,1,0.3333333333333333,3,1.0,1,0.3333333333333333,2,0.6666666666666666,0,0.0
c-1.0,S0042-vita-0093,vita,74,1,0.3333333333333333,2,0.6666666666666666,3,1.0,2,0.6666666666666666,1,1.0
c-1.0,S0042-vita-0094,vita,53,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1,0.3333333333333333,1,1.0
c-1.0,S0042-vita-0095,vita,96,2,0.6666666666666666,2,0.6666666666666666,3,1.0,1,0.3333333333333333,1,1.0
c-1.0,S0042-vita-0096,vita,88,3,1.0,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,1,1.0
c-1.0,S0042-vita-0097,vita,100,3,1.0,3,1.0,2,0.6666666666666666,0,0.0,1,1.0
c-1.0,S0042-vita-0098,vita,65,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,1,1.0
c-1.0,S0042-vita-0099,vita,85,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333,1,1.0
